dragon 3.68082654068
princess 0.354512870643
page 0.183021390374
pole 0.166567637156
hippopotamus 0.15210932858
and 0.152038982035
slide 0.142602495544
witch 0.131858471907
town 0.126714023466
pig 0.105658099017
nurse 0.105306458248
prince 0.0914740700837
fire 0.0846135148275
cave 0.072894147988
size 0.070270721925
book 0.0657640232109
baby 0.0656153635974
soccer 0.0655080213904
great 0.0636000207676
junior 0.06222654351
tail 0.0587536262277
birthday 0.0586931003001
people 0.0581065807453
see 0.0545367592715
dear 0.0537746840738
purple 0.0519060000982
know 0.051864964607
tower 0.0515356585113
everyone 0.0513368983958
child 0.0508691988927
queen 0.0475624593272
course 0.044441983356
ice 0.0428995840761
get 0.0421434706713
bottle 0.0420851267336
day 0.0420657907216
white 0.0412929940282
little 0.0410561707641
yellow 0.0384078396249
secretary 0.0374331550802
time 0.0365206447867
illustration 0.035808569688
go 0.0356230234029
crown 0.0329996800585
elephant 0.0318309141838
north 0.0317547825129
eat 0.0313003452244
cry 0.0292249725149
big 0.028678507414
map 0.0279454890461
end 0.0277831332637
uncle 0.0273796791444
gold 0.0270383945202
door 0.0268610296915
minute 0.0262634811937
middle 0.0262032085561
but 0.0260875849111
come 0.0257663198063
sum 0.0254647313471
needle 0.0253515547633
long 0.0249619304586
next 0.024836428832
back 0.0247950922085
way 0.0245552766561
top 0.0241386732008
seventy 0.024064171123
tide 0.0239651416123
only 0.0238210986874
poison 0.0238210986874
good 0.0236918703039
kind 0.0226026258933
professor 0.0222816399287
away 0.0221240811028
half 0.0220565728587
poor 0.0219532789192
minister 0.0216577540107
wrong 0.0214978636498
centipede 0.0213903743316
butterfly 0.0209709552271
anything 0.0209290803164
snow 0.0208728652751
wet 0.0200831847891
something 0.0199211868047
blue 0.0193850267379
milk 0.0192513368984
marry 0.0190985485104
label 0.0190136660725
hand 0.0189664019878
rabbit 0.0189626324595
boy 0.0186587354602
nothing 0.0174132695563
sleep 0.0173533177676
light 0.0173123533259
island 0.017272589092
geography 0.0171122994652
school 0.0170608127874
dark 0.0170116388801
saturday 0.0166598107775
lantern 0.0166598107775
beast 0.0158316915283
police 0.0157282164203
outside 0.0155566358775
inside 0.0155566358775
left 0.0154675415983
because 0.0154010695187
put 0.0151324462131
lizard 0.0148544266191
master 0.014594960652
tree 0.0144293434226
want 0.0143815634227
chemical 0.0142602495544
laboratory 0.0142602495544
wood 0.0142512695484
pack 0.0141294215768
red 0.0138824945993
large 0.0137509549274
lion 0.0133414190419
begin 0.0131498202858
noise 0.0131016042781
done 0.0129203603345
moment 0.0126983574004
eagle 0.0124777183601
player 0.0122230710466
side 0.0122153152909
green 0.0121979780631
else 0.0121413917197
beautiful 0.0120634413874
right 0.0120615326627
expensive 0.0120320855615
cork 0.0120320855615
home 0.0119649354138
afraid 0.0118835412953
find 0.0118432581045
who 0.0116252034411
heart 0.0114435781252
popular 0.0114081996435
pet 0.0114081996435
everything 0.0113652470846
tea 0.0113311172135
plate 0.0112507813043
pocket 0.0111601953034
safe 0.0111573248828
cure 0.0110007639419
sure 0.0109544644304
nice 0.0108288770054
pretty 0.010743912392
world 0.0107324526263
income 0.0106951871658
goldfish 0.0106951871658
navy 0.0106951871658
rhinoceros 0.0106951871658
zoo 0.0106951871658
coconut 0.0106951871658
grandchildren 0.0106951871658
lettuce 0.0106951871658
mold 0.0106951871658
plumber 0.0106951871658
trigonometry 0.0106951871658
umpire 0.0106951871658
himself 0.0106951871658
look 0.0106253347097
real 0.0104422604423
sea 0.0103405722067
must 0.0102209465701
hot 0.0101268438864
hammer 0.00990295107943
spell 0.00988800322873
last 0.00976973386062
live 0.00973382202728
smooth 0.00973382202728
collar 0.00952843947496
bread 0.00951308753166
wish 0.00948575358386
wake 0.00941641478726
office 0.009390896048
country 0.00923675255227
expense 0.00916730328496
fast 0.00911521633449
snake 0.00902406417113
night 0.00898566673966
now 0.00895411018531
cold 0.00893326326851
kiss 0.0088398995962
eye 0.00883452749701
smoke 0.00875060768109
up 0.00866445542544
mind 0.00864185407051
year 0.00861770476668
many 0.00858668015093
shave 0.00855614973264
warm 0.00855614973263
father 0.0085359463094
hunt 0.00845051825444
paper 0.00834914611009
burn 0.00819205825464
reward 0.00819205825464
keep 0.00819061801936
head 0.00817914238817
make 0.00814265550763
brown 0.00814183167124
black 0.00812632745406
comb 0.00802139037432
argue 0.00802139037432
feel 0.00796074756052
give 0.00792757294305
say 0.00781025670475
gone 0.00780670596044
sauce 0.00777831793875
morning 0.00763491237203
diamond 0.00759513291482
sand 0.00754954388171
present 0.00749994452703
open 0.00748432104041
rock 0.00742721330958
committee 0.00740436034553
scream 0.00738118550877
happen 0.00737599114883
garden 0.00736965240641
piece 0.00736012880224
run 0.00731063426522
feed 0.00717896124826
exile 0.0071301247772
snore 0.0071301247772
which 0.00713012477718
believe 0.00710553814001
mother 0.00708240346961
first 0.00701610952138
my 0.00687547746371
wednesday 0.00687547746371
sorry 0.0068725727415
bed 0.00686689384642
help 0.00684567831002
old 0.00681798453854
yes 0.00671471750757
afternoon 0.00655364660369
picture 0.00648193161564
try 0.00645530939648
small 0.00645152040832
poem 0.00641711229946
melt 0.00641711229946
when 0.00641711229946
person 0.00641057090059
read 0.00640952706034
do 0.00633788869083
week 0.00625748264028
magician 0.00623244719732
part 0.00612520786226
flicker 0.00611153552331
icicle 0.00611153552331
all 0.0061115355233
arm 0.00608446671438
earth 0.00607681088966
tell 0.0060346683002
you 0.00595210416182
hundred 0.00592618567546
star 0.0058823529412
animal 0.00585573595957
brush 0.00581260172053
