"HITID","Sign_Name","Choice_1","Choice_2","Choice_3","Choice_4","Choice_5","Worker","Answer","Date"
"3ZXNP4Z39RLL6BPSPNEOMIWK5B7L7C","www.funwithasl.net/static/sign132.html","metaphor","sequence","home","brown","cat","AOPZSU77ONJXS","Choice 1","Sun Jun 29 12:16:02 UTC 2014"
"3VO4XFFP15MWX855HSMK34VEFHUQ76","www.funwithasl.net/static/sign27.html","answer","man","mouth","go","dear","A2WNW8A4MOR7T7","Choice 1","Sun Jun 29 12:17:31 UTC 2014"
"306996CF6WKVIGOE9U8L7592QVTB1I","www.funwithasl.net/static/sign374.html","little","eye","want","way","baby","A2WNW8A4MOR7T7","Choice 1","Sun Jun 29 12:18:26 UTC 2014"
"341H3G5YF0ERTP6CJPKOFIXVC6A0ZB","www.funwithasl.net/static/sign357.html","matter","cousin","year","for","hear","AOPZSU77ONJXS","Choice 1","Sun Jun 29 12:18:35 UTC 2014"
"3XQ4XW3OD9C1ONNC3KUU2DT7MPT2SR","www.funwithasl.net/static/sign305.html","belt","tiny","princess","witch","valley","AOPZSU77ONJXS","Choice 1","Sun Jun 29 12:19:01 UTC 2014"
"31HLTCK4BLV7V9CNWUKOF47FVCSVG8","www.funwithasl.net/static/sign81.html","together","philosophy","likewise","onward","mirror","AOPZSU77ONJXS","Choice 1","Sun Jun 29 12:19:28 UTC 2014"
"3SX4X51T809BVYQN9I60OQ241OIAO9","www.funwithasl.net/static/sign234.html","bring","come","wind","win","sad","A2WNW8A4MOR7T7","Choice 1","Sun Jun 29 12:19:42 UTC 2014"
"3WRBLBQ2GR8R28B7TXWZUBHP1GFG01","www.funwithasl.net/static/sign264.html","pie","grow","may","throne","many","A2WNW8A4MOR7T7","Choice 1","Sun Jun 29 12:22:10 UTC 2014"
"3Y3CZJSZ9KTHM56M6EWNAARNKX15R7","www.funwithasl.net/static/sign397.html","stairs","people","man","alone","hand","A2P6VK1US8OTC5","Choice 1","Sun Jun 29 12:23:26 UTC 2014"
"3W3RSPVVGSRN4M1O2V7ZWAA4DM4ULN","www.funwithasl.net/static/sign61.html","flow","recess","afford","margin","age","A2P6VK1US8OTC5","Choice 1","Sun Jun 29 12:24:39 UTC 2014"
"3XQ4XW3OD9C1ONNC3KUU2DT7MPSS2G","www.funwithasl.net/static/sign399.html","window","way","white","gossip","quarantine","A2WNW8A4MOR7T7","Choice 1","Sun Jun 29 12:25:18 UTC 2014"
"3BFF0DJK8XCV8MHPMZEQ302XM26ST9","www.funwithasl.net/static/sign266.html","big","must","cow","back","mouse","A2P6VK1US8OTC5","Choice 1","Sun Jun 29 12:24:56 UTC 2014"
"3D42WVSDH8VIL3BXQL1Q4IBXCEUFY2","www.funwithasl.net/static/sign248.html","bell","sea","child","give","kind","A2P6VK1US8OTC5","Choice 1","Sun Jun 29 12:27:10 UTC 2014"
"3T2EL38U0MKQCNBWZ5QIX382HA8XQ7","www.funwithasl.net/static/sign336.html","room","inside","light","little","animal","A2P6VK1US8OTC5","Choice 1","Sun Jun 29 12:26:19 UTC 2014"
"3WRAAIUSBJZYP74FA9TW73TXDSMXA0","www.funwithasl.net/static/sign31.html","must","father","shadow","pirate","may","A2WNW8A4MOR7T7","Choice 1","Sun Jun 29 12:27:30 UTC 2014"
"3QXFBUZ4ZKG7IUNNR4AJJI5WH5IUGH","www.funwithasl.net/static/sign23.html","cry","know","dear","drawer","pirate","A2WNW8A4MOR7T7","Choice 1","Sun Jun 29 12:27:19 UTC 2014"
"3Q7TKIAPOTA1NKQ2G0HAMA6GRMALD5","www.funwithasl.net/static/sign188.html","rock","result","original","fall","ancient","A2WNW8A4MOR7T7","Choice 1","Sun Jun 29 12:28:35 UTC 2014"
"39HYCOOPKOLLT28NGCIPMNL5RR0DMZ","www.funwithasl.net/static/sign154.html","cowboy","fall","modern","foot","man","A2P6VK1US8OTC5","Choice 1","Sun Jun 29 12:29:05 UTC 2014"
"37MQ8Z1JQEWYK9ZL2QMJKZH83APY21","www.funwithasl.net/static/sign117.html","watch","million","pan","brown","expense","A2P6VK1US8OTC5","Choice 1","Sun Jun 29 12:30:17 UTC 2014"
"3MJ28H2Y1E8EPSE6EMFJGFMI9AHO5H","www.funwithasl.net/static/sign159.html","majority","northwest","mountain","place","quarter","A1S88VQY8G8CNC","Choice 1","Sun Jun 29 12:30:19 UTC 2014"
"3PR3LXCWSFZKKOUAI3FWB8ID7A4X9L","www.funwithasl.net/static/sign30.html","mumps","come","kiss","mother","voice","A2P6VK1US8OTC5","Choice 1","Sun Jun 29 12:29:42 UTC 2014"
"3VIVIU06FKC21DO98QJ0DK1IJW7MI9","www.funwithasl.net/static/sign17.html","yes","tie","dear","ship","shadow","A2P6VK1US8OTC5","Choice 1","Sun Jun 29 12:30:04 UTC 2014"
"3Y7LTZE0YTM79BISHWY84PL2SVCZUB","www.funwithasl.net/static/sign22.html","know","round","map","tie","night","A2WNW8A4MOR7T7","Choice 1","Sun Jun 29 12:30:34 UTC 2014"
"3QO7EE372ONJZK8VU9Y086HAY7LQBS","www.funwithasl.net/static/sign250.html","dark","alone","word","joy","wing","A2WNW8A4MOR7T7","Choice 1","Sun Jun 29 12:31:51 UTC 2014"
"38Z7YZ2SB32TMSM10JQHUTLNTX5IQT","www.funwithasl.net/static/sign297.html","head","mow","bowl","tutor","teapot","A1S88VQY8G8CNC","Choice 1","Sun Jun 29 12:34:22 UTC 2014"
"3OCZWXS7ZO76J7B91UZROYIOE5C5LH","www.funwithasl.net/static/sign140.html","receive","scent","exchange","accurate","one","A2WNW8A4MOR7T7","Choice 1","Sun Jun 29 12:33:47 UTC 2014"
"32TMVRKDGNYT8HNQT07DE1Q4U9I84T","www.funwithasl.net/static/sign96.html","dart","throw","crab","margin","hit","A2WNW8A4MOR7T7","Choice 1","Sun Jun 29 12:34:43 UTC 2014"
"31SIZS5W59F6FRPKQ6KQ8LMEGTOQR5","www.funwithasl.net/static/sign174.html","race","government","point","place","east","A2WNW8A4MOR7T7","Choice 1","Sun Jun 29 12:37:04 UTC 2014"
"38Z7YZ2SB32TMSM10JQHUTLNTX5QI1","www.funwithasl.net/static/sign118.html","buy","penny","string","store","two","A2WNW8A4MOR7T7","Choice 1","Sun Jun 29 12:37:40 UTC 2014"
"3PKVGQTFIHKFOTG6HG1KL7PGF24RY8","www.funwithasl.net/static/sign345.html","come","others","pretty","valley","ascension","A1S88VQY8G8CNC","Choice 1","Sun Jun 29 12:36:06 UTC 2014"
"3HKIF5DF6YX9Y2ZKTTFSNMII4K9G9D","www.funwithasl.net/static/sign352.html","good","church","hair","daddy","lady","A1S88VQY8G8CNC","Choice 1","Sun Jun 29 12:36:23 UTC 2014"
"3XUSYT70IT1OQO1GR7VROQESOOZ0DB","www.funwithasl.net/static/sign364.html","house","dear","blueberry","wife","day","A2WNW8A4MOR7T7","Choice 1","Sun Jun 29 12:37:17 UTC 2014"
"38F60IALAGHV7DXDDXV6TUWERANT0N","www.funwithasl.net/static/sign138.html","envy","letter","period","home","metal","A2WNW8A4MOR7T7","Choice 1","Sun Jun 29 12:37:31 UTC 2014"
"372AGES0I45QOOQWCKFI2TI7DWARX2","www.funwithasl.net/static/sign156.html","world","legend","individual","many","new","A1S88VQY8G8CNC","Choice 1","Sun Jun 29 12:37:41 UTC 2014"
"3IKMEYR0LWV304A4YBLSBR2X5VG2KA","www.funwithasl.net/static/sign237.html","wand","sweet","dear","light","guide","A2WNW8A4MOR7T7","Choice 1","Sun Jun 29 12:37:47 UTC 2014"
"3RZS0FBRWKAH9DZM8WF6JLXIBWYPC6","www.funwithasl.net/static/sign230.html","voice","win","dim","daisy","shadow","A1S88VQY8G8CNC","Choice 1","Sun Jun 29 12:37:20 UTC 2014"
"3HEADTGN2PSYKZL1C5E0E8LMXL2RVZ","www.funwithasl.net/static/sign129.html","you","gone","look","art","mirror","A1S88VQY8G8CNC","Choice 1","Sun Jun 29 12:38:55 UTC 2014"
"3TRB893CSJA5KJBREWH89QRC9ULG71","www.funwithasl.net/static/sign143.html","gone","two","art","week","home","A1S88VQY8G8CNC","Choice 1","Sun Jun 29 12:39:22 UTC 2014"
"3NSCTNUR2ZNPNOK543A1FK2DKTD5AZ","www.funwithasl.net/static/sign34.html","moment","ship","way","shadow","complain","A1S88VQY8G8CNC","Choice 1","Sun Jun 29 12:40:42 UTC 2014"
"3NI0WFPPI9GP5FM1HKNDIK4072C06J","www.funwithasl.net/static/sign312.html","earth","body","see","crime","hungry","A2WNW8A4MOR7T7","Choice 1","Sun Jun 29 12:39:17 UTC 2014"
"31ODACBENUFIG6PX5VKVYVRA2V7QST","www.funwithasl.net/static/sign180.html","buffalo","war","car","rock","pony","A2WNW8A4MOR7T7","Choice 1","Sun Jun 29 12:39:08 UTC 2014"
"3RWB1RTQDJNFXA99RKZ1HZ1ZL5DP80","www.funwithasl.net/static/sign212.html","soft","dark","air","quiet","come","A2WNW8A4MOR7T7","Choice 1","Sun Jun 29 12:40:45 UTC 2014"
"3GITHABACYL48AV7VOD83JJ1ZQL2NF","www.funwithasl.net/static/sign71.html","beach","foam","ideal","pour","shadow","A2WNW8A4MOR7T7","Choice 1","Sun Jun 29 12:42:04 UTC 2014"
"3VJ4PFXFJ37683AK54I9NWUTJA6AUM","www.funwithasl.net/static/sign303.html","balloon","sure","vegetable","princess","roof","A2WNW8A4MOR7T7","Choice 1","Sun Jun 29 12:43:12 UTC 2014"
"3YGYP136419LCUCSAES94RR9BI0RNI","www.funwithasl.net/static/sign46.html","go","medicine","map","light","game","A2WNW8A4MOR7T7","Choice 1","Sun Jun 29 12:44:23 UTC 2014"
"32XN26MTXZJ7O0P84OTF73MXXX1L0C","www.funwithasl.net/static/sign38.html","yes","last","lovely","cry","mother","A2WNW8A4MOR7T7","Choice 1","Sun Jun 29 12:45:32 UTC 2014"
"32L724R85LK8MGLM06BSUOVDO1JIP2","www.funwithasl.net/static/sign101.html","comb","quick","sob","length","finger","A2WNW8A4MOR7T7","Choice 1","Sun Jun 29 12:45:41 UTC 2014"
"3VMHWJRYHVGTLYLNLPFOL44OA80FXW","www.funwithasl.net/static/sign245.html","daily","friend","air","queen","humble","A2WNW8A4MOR7T7","Choice 1","Sun Jun 29 12:47:50 UTC 2014"
"3Q9SPIIRWJMJ07ZP04XA5KFQ4QHAWL","www.funwithasl.net/static/sign130.html","gas","week","powder","length","shave","A2WNW8A4MOR7T7","Choice 1","Sun Jun 29 12:48:25 UTC 2014"
"3GV1I4SEO9P22BBN6D9WG4WOA0NL6D","www.funwithasl.net/static/sign131.html","income","twenty","immediate","beautiful","powder","A3HB9PPUZU565U","Choice 2","Sun Jun 29 09:21:49 UTC 2014"
"32L724R85LK8MGLM06BSUOVDO1IPI8","www.funwithasl.net/static/sign281.html","money","old","fast","cat","rabbit","A3HB9PPUZU565U","Choice 2","Sun Jun 29 09:23:17 UTC 2014"
"3I6NF2WGIGWQXFX8Q32BB6DGIOQ5GB","www.funwithasl.net/static/sign271.html","people","egg","london","tail","little","A3HB9PPUZU565U","Choice 2","Sun Jun 29 09:28:09 UTC 2014"
"3WGZLY9VCHM68D6JMB86H5KA7MB8D6","www.funwithasl.net/static/sign400.html","manitoba","afternoon","gone","must","violin","A3HB9PPUZU565U","Choice 2","Sun Jun 29 09:28:33 UTC 2014"
"3WUVMVA7OB3NU24UBRHH4O98LSLAZB","www.funwithasl.net/static/sign350.html","valley","sharp","witch","sword","several","A3HB9PPUZU565U","Choice 2","Sun Jun 29 09:30:32 UTC 2014"
"3JGHED38EDR56AWR823EGQYGEQBY7H","www.funwithasl.net/static/sign183.html","war","east","general","order","center","A3HB9PPUZU565U","Choice 2","Sun Jun 29 09:35:18 UTC 2014"
"3LAZVA75NIRMQVVJW3DLI8J6P0Q2OU","www.funwithasl.net/static/sign75.html","dry","record","recess","highway","narrow","A3HB9PPUZU565U","Choice 2","Sun Jun 29 09:36:02 UTC 2014"
"3Y7LTZE0YTM79BISHWY84PL2SVCUZ6","www.funwithasl.net/static/sign189.html","range","valley","major","fact","year","AOPZSU77ONJXS","Choice 2","Sun Jun 29 11:06:31 UTC 2014"
"3RIHDBQ1NEY25IDP281FD803JJSMHG","www.funwithasl.net/static/sign11.html","course","put","pan","bell","cabin","AOPZSU77ONJXS","Choice 2","Sun Jun 29 11:07:39 UTC 2014"
"34R0BODSP1ZSD11HK8CNB3S458B5EU","www.funwithasl.net/static/sign68.html","effort","identical","thunder","dart","since","A16U1L4R6WV5G2","Choice 2","Sun Jun 29 11:38:01 UTC 2014"
"3NZ1E5QA6Z1U6YPXAHAXAVMJ2BY5BU","www.funwithasl.net/static/sign44.html","complain","mermaid","window","believe","floor","A16U1L4R6WV5G2","Choice 2","Sun Jun 29 11:38:35 UTC 2014"
"34F34TZU7WZ8PK4MGQLGAC2KQ6G2JB","www.funwithasl.net/static/sign213.html","dim","air","flower","home","voice","A16U1L4R6WV5G2","Choice 2","Sun Jun 29 11:39:17 UTC 2014"
"3EKTG13IZU34REWFTTGD50TA001MLN","www.funwithasl.net/static/sign40.html","lovely","tiger","pirate","mumps","measles","A16U1L4R6WV5G2","Choice 2","Sun Jun 29 11:39:56 UTC 2014"
"31GN6YMHLPSN03LJH4J1QK9WQWOSWZ","www.funwithasl.net/static/sign95.html","hit","lift","clap","foot","pick","A16U1L4R6WV5G2","Choice 2","Sun Jun 29 11:39:39 UTC 2014"
"3SNR5F7R92T4PPWWRSVH0CW9AUHIEH","www.funwithasl.net/static/sign202.html","sorrow","leaf","gay","warm","many","A16U1L4R6WV5G2","Choice 2","Sun Jun 29 11:41:29 UTC 2014"
"34D9ZRXCYRUQTQIGGZN98VC5YDLAS6","www.funwithasl.net/static/sign91.html","narrow","line","may","one","sink","A2P6VK1US8OTC5","Choice 2","Sun Jun 29 12:09:04 UTC 2014"
"3MWOYZD5WVOIFHKCIMB5AWM40VHNO6","www.funwithasl.net/static/sign208.html","low","gift","happy","kind","dear","A2P6VK1US8OTC5","Choice 2","Sun Jun 29 12:10:11 UTC 2014"
"37Y5RYYI0P52P3Q9R9FNS3N3ZYTXSW","www.funwithasl.net/static/sign167.html","adopted","peculiar","name","unique","place","AOPZSU77ONJXS","Choice 2","Sun Jun 29 12:12:25 UTC 2014"
"3EN4YVUOUCS9Q07J4F6902WG3FGXJG","www.funwithasl.net/static/sign105.html","home","sequence","sixty","expression","result","AOPZSU77ONJXS","Choice 2","Sun Jun 29 12:14:09 UTC 2014"
"3N2YPY1GI6Y9BVGWQZU0F1M3IWDVER","www.funwithasl.net/static/sign257.html","tell","illustration","day","big","bread","AOPZSU77ONJXS","Choice 2","Sun Jun 29 12:12:34 UTC 2014"
"3EGKVCRQFWSS8MZHLJFULSKCXG2YB3","www.funwithasl.net/static/sign193.html","location","state","place","number","legend","AOPZSU77ONJXS","Choice 2","Sun Jun 29 12:13:11 UTC 2014"
"335HHSX8CD5Z1O7CPF2CUID9A51DHQ","www.funwithasl.net/static/sign83.html","voice","margin","mirror","identical","dart","AOPZSU77ONJXS","Choice 2","Sun Jun 29 12:13:44 UTC 2014"
"35U0MRQMUJ7VNMTLKDXWKDGHMYJVOV","www.funwithasl.net/static/sign359.html","old","minister","auction","place","believe","AOPZSU77ONJXS","Choice 2","Sun Jun 29 12:15:00 UTC 2014"
"3FDWKV9VCN27A4J9278EWNPTDRUUMP","www.funwithasl.net/static/sign252.html","country","little","punch","money","london","AOPZSU77ONJXS","Choice 2","Sun Jun 29 12:15:53 UTC 2014"
"375VSR8FVW9FTJQBD233ZEYILW8RZZ","www.funwithasl.net/static/sign382.html","god","nobody","wife","window","done","A2WNW8A4MOR7T7","Choice 2","Sun Jun 29 12:17:46 UTC 2014"
"3QE4DGPGBRB81WT8CYJ16E72ISVG4H","www.funwithasl.net/static/sign302.html","animal","side","horse","leg","prison","AOPZSU77ONJXS","Choice 2","Sun Jun 29 12:18:54 UTC 2014"
"3MNJFORX8B4KJF1DFJWTTLD4H9Q5FC","www.funwithasl.net/static/sign254.html","away","duck","toy","tax","old","A2WNW8A4MOR7T7","Choice 2","Sun Jun 29 12:18:55 UTC 2014"
"31ODACBENUFIG6PX5VKVYVRA2V7SQV","www.funwithasl.net/static/sign39.html","bell","go","face","hand","chapter","A2WNW8A4MOR7T7","Choice 2","Sun Jun 29 12:19:02 UTC 2014"
"3APP19WN71EMGJXMVMCG3CRGEJ1G62","www.funwithasl.net/static/sign141.html","leather","nice","shampoo","dim","palm","AOPZSU77ONJXS","Choice 2","Sun Jun 29 12:18:45 UTC 2014"
"3JTPR5MTZSCVZ1TRGUNQ9Y59P575KE","www.funwithasl.net/static/sign322.html","circus","plant","broad","champion","pet","AOPZSU77ONJXS","Choice 2","Sun Jun 29 12:20:31 UTC 2014"
"3E9VAUV7BWENPCUPF5FYQH06FYHYA8","www.funwithasl.net/static/sign381.html","quarrel","life","father","something","manitoba","AOPZSU77ONJXS","Choice 2","Sun Jun 29 12:20:09 UTC 2014"
"37M4O367VJIQPPTU1606OBXDEA25MJ","www.funwithasl.net/static/sign331.html","beast","trick","come","air","boy","A2P6VK1US8OTC5","Choice 2","Sun Jun 29 12:19:58 UTC 2014"
"363A7XIFV4M6LIZKAUSEJIWCXHFAVB","www.funwithasl.net/static/sign126.html","serious","give","expensive","second","cat","AOPZSU77ONJXS","Choice 2","Sun Jun 29 12:20:20 UTC 2014"
"3KG2UQJ0MJOL0TXSXZ39Z1H4FWZNQE","www.funwithasl.net/static/sign214.html","snow","sweet","king","warm","cherish","A2P6VK1US8OTC5","Choice 2","Sun Jun 29 12:21:03 UTC 2014"
"3SSN80MU8CO41KD1M06L1HWTI4HKX3","www.funwithasl.net/static/sign219.html","happy","cell","robe","soft","warm","AOPZSU77ONJXS","Choice 2","Sun Jun 29 12:22:20 UTC 2014"
"3L55D8AUFAXBIRRNZJBPWCQUF12YCA","www.funwithasl.net/static/sign389.html","child","way","day","door","window","AOPZSU77ONJXS","Choice 2","Sun Jun 29 12:22:28 UTC 2014"
"3Q7TKIAPOTA1NKQ2G0HAMA6GRMADLX","www.funwithasl.net/static/sign137.html","button","mirror","rapid","window","flat","A2WNW8A4MOR7T7","Choice 2","Sun Jun 29 12:22:56 UTC 2014"
"3OLZC0DJ8JFLR0IIMIKR0GKVAPKVI0","www.funwithasl.net/static/sign89.html","recess","wet","hide","ideal","since","AOPZSU77ONJXS","Choice 2","Sun Jun 29 12:22:47 UTC 2014"
"3CRWSLD91K4CXZZC6LW5XHX4V56MO4","www.funwithasl.net/static/sign238.html","bring","away","bright","humble","cruel","A2WNW8A4MOR7T7","Choice 2","Sun Jun 29 12:22:23 UTC 2014"
"3UOMW19E6D6DG3H3OH6SLFS1KWY5C1","www.funwithasl.net/static/sign247.html","daily","cloud","win","dim","word","A2WNW8A4MOR7T7","Choice 2","Sun Jun 29 12:24:58 UTC 2014"
"311HQEI8RSG5B06W4O5XUX7IKKF7ZH","www.funwithasl.net/static/sign55.html","one","flow","onward","steal","mingle","A2WNW8A4MOR7T7","Choice 2","Sun Jun 29 12:24:16 UTC 2014"
"388FBO7JZRTU9VOEO9K3CNK6E5GNYH","www.funwithasl.net/static/sign295.html","moon","money","keep","frightened","new","A2WNW8A4MOR7T7","Choice 2","Sun Jun 29 12:25:29 UTC 2014"
"31KSVEGZ34SBZOL62FJW0A404U4RW9","www.funwithasl.net/static/sign152.html","name","river","philadelphia","general","government","A2P6VK1US8OTC5","Choice 2","Sun Jun 29 12:25:59 UTC 2014"
"338431Z1FLF3UFC4BTSMJGRE1S5ROX","www.funwithasl.net/static/sign231.html","seek","lovely","warm","guide","cell","A2P6VK1US8OTC5","Choice 2","Sun Jun 29 12:27:46 UTC 2014"
"371DNNCG442DP22G818LM92WA8ZT8A","www.funwithasl.net/static/sign387.html","awful","farm","feel","blueberry","afternoon","A2P6VK1US8OTC5","Choice 2","Sun Jun 29 12:28:04 UTC 2014"
"3UQ1LLR26A83PDNQWQQ8W9YA6JDLA3","www.funwithasl.net/static/sign150.html","nice","look","immediate","buy","leather","A2WNW8A4MOR7T7","Choice 2","Sun Jun 29 12:26:23 UTC 2014"
"38G0E1M85M5Q0RDIGZ95JJ864K6UV6","www.funwithasl.net/static/sign355.html","window","violin","dear","back","awful","A2WNW8A4MOR7T7","Choice 2","Sun Jun 29 12:28:09 UTC 2014"
"3JMNNNO3B14UV44LNP4VZ2WSS2P2W6","www.funwithasl.net/static/sign149.html","look","scent","thin","hair","dim","A2WNW8A4MOR7T7","Choice 2","Sun Jun 29 12:28:26 UTC 2014"
"3PUV2Q8SV44PAB4QPNSG87ABFSWDBA","www.funwithasl.net/static/sign1.html","window","remember","pirate","thursday","dog","A2P6VK1US8OTC5","Choice 2","Sun Jun 29 12:28:47 UTC 2014"
"31YWE12TE0CG656H36HCXCR7CKH7XK","www.funwithasl.net/static/sign53.html","spend","sea","mirror","communion","gray","A2WNW8A4MOR7T7","Choice 2","Sun Jun 29 12:27:46 UTC 2014"
"3P458N04Q1H9K49BXU0H1LAZ14V2XZ","www.funwithasl.net/static/sign349.html","princess","hungry","circus","happen","animal","A2WNW8A4MOR7T7","Choice 2","Sun Jun 29 12:28:45 UTC 2014"
"31SIZS5W59F6FRPKQ6KQ8LMEGTNRQ5","www.funwithasl.net/static/sign80.html","rude","from","one","group","hide","A1S88VQY8G8CNC","Choice 2","Sun Jun 29 12:30:36 UTC 2014"
"3TLFH2L6Y9O23N0RSKZKCIPTO872TG","www.funwithasl.net/static/sign119.html","do","nice","present","leather","card","A2WNW8A4MOR7T7","Choice 2","Sun Jun 29 12:31:41 UTC 2014"
"3MQY1YVHS3K2716ASY8ZCOJ7I17B2Z","www.funwithasl.net/static/sign383.html","sunday","back","good","girl","minister","A1S88VQY8G8CNC","Choice 2","Sun Jun 29 12:31:24 UTC 2014"
"3ICOHX7ENCBTIUFGN26BU8WDO000E4","www.funwithasl.net/static/sign367.html","auction","kitchen","afternoon","hear","summer","A1S88VQY8G8CNC","Choice 2","Sun Jun 29 12:32:33 UTC 2014"
"3NOEP8XAU425CBAHZSBTXYISCEMXPG","www.funwithasl.net/static/sign148.html","pier","obtain","week","gone","length","A2WNW8A4MOR7T7","Choice 2","Sun Jun 29 12:32:00 UTC 2014"
"32ZCLEW0BZK4HR5SIOWS6PAD1G7PJK","www.funwithasl.net/static/sign291.html","shear","house","father","day","clock","A1S88VQY8G8CNC","Choice 2","Sun Jun 29 12:34:04 UTC 2014"
"34HEO7RUG6UESBI31AN4IL79CB2ARI","www.funwithasl.net/static/sign261.html","cow","grow","earn","day","black","A2WNW8A4MOR7T7","Choice 2","Sun Jun 29 12:34:52 UTC 2014"
"3UUIU9GZC55U2KJEA31IAPS58IYT58","www.funwithasl.net/static/sign346.html","make","inside","fight","tiger","belt","A2WNW8A4MOR7T7","Choice 2","Sun Jun 29 12:35:01 UTC 2014"
"3UQ1LLR26A83PDNQWQQ8W9YA6JDALS","www.funwithasl.net/static/sign201.html","shadow","happy","home","flower","sad","A2WNW8A4MOR7T7","Choice 2","Sun Jun 29 12:36:20 UTC 2014"
"302U8RURJZ1D51T9JYXJ5OGCWOEVNG","www.funwithasl.net/static/sign163.html","pony","order","interesting","city","fifty","A2WNW8A4MOR7T7","Choice 2","Sun Jun 29 12:36:11 UTC 2014"
"33TGB4G0LPH3433OG9KD28JP1H7XTL","www.funwithasl.net/static/sign368.html","her","go","nothing","marry","something","A1S88VQY8G8CNC","Choice 2","Sun Jun 29 12:36:38 UTC 2014"
"3UL5XDRDNCJB40RQ75QNJTWIU5D85Y","www.funwithasl.net/static/sign116.html","basement","chain","gone","who","nice","A1S88VQY8G8CNC","Choice 2","Sun Jun 29 12:37:05 UTC 2014"
"35F6NGNVM8J9POXXYWGF8961ZOT7T1","www.funwithasl.net/static/sign205.html","grief","bright","face","care","queen","A1S88VQY8G8CNC","Choice 2","Sun Jun 29 12:36:51 UTC 2014"
"3OCZWXS7ZO76J7B91UZROYIOE5CL5X","www.funwithasl.net/static/sign107.html","cat","letter","sob","eighty","present","A2WNW8A4MOR7T7","Choice 2","Sun Jun 29 12:38:29 UTC 2014"
