1 102 65 10.1
2 86 46  9.3
3 127 87  11.3
4 39 23  6.2
5 22 17  4.7
6 56 28  7.5
7 60 22  7.7
8 52 24  7.2
9 172 86  13.1
10 40 19  6.3
