"HITID","Sign_Name","Choice_1","Choice_2","Choice_3","Choice_4","Choice_5","Worker","Answer","Date"
"3T5ZXGO9DEOFHIBB0NE3UOODP9KQZ9","www.funwithasl.net/static/know.mp4","pink","make","tonight","mistake","know","A1X258MWJFEMTW","Choice 5","Fri Jun 27 17:25:34 UTC 2014"
"3UEDKCTP9VQAM57A4N2N7IJ5GAEK7I","www.funwithasl.net/static/see.mp4","sister","see","slap","face","list","A3LFVI65XV1T46","Choice 1","Fri Jun 27 17:26:11 UTC 2014"
"338GLSUI43BLPHZORF91MWNWVSBFSZ","www.funwithasl.net/static/house.mp4","house","come","white","see","dear","A1X258MWJFEMTW","Choice 1","Fri Jun 27 17:25:25 UTC 2014"
"3E9VAUV7BWENPCUPF5FYQH06FXUYAJ","www.funwithasl.net/static/people.mp4","bullet","cook","morning","people","child","A3LFVI65XV1T46","Choice 3","Fri Jun 27 17:26:15 UTC 2014"
"3KG2UQJ0MJOL0TXSXZ39Z1H4FVCQNS","www.funwithasl.net/static/blue.mp4","blue","side","long","run","court","AOPG07J95DDJT","Choice 1","Fri Jun 27 17:26:03 UTC 2014"
"34D9ZRXCYRUQTQIGGZN98VC5YCXSAY","www.funwithasl.net/static/time.mp4","night","hair","slim","time","anything","A3LFVI65XV1T46","Choice 2","Fri Jun 27 17:26:27 UTC 2014"
"386T3MLZLNVC9T5PAZKB2Y0RDWF08G","www.funwithasl.net/static/awful.mp4","potty","awful","yes","dive","ink","AOPG07J95DDJT","Choice 2","Fri Jun 27 17:26:18 UTC 2014"
"322ZSN9Z5GKC61FEWYI85XMR8LGT4E","www.funwithasl.net/static/soul.mp4","wife","soul","slim","time","past","A3LFVI65XV1T46","Choice 3","Fri Jun 27 17:26:37 UTC 2014"
"3R15W654VDTVCTU7LMNUM9DFA0CQLQ","www.funwithasl.net/static/voice.mp4","voice","worried","coward","put","swim","A3LFVI65XV1T46","Choice 1","Fri Jun 27 17:26:42 UTC 2014"
"3NQUW096N68PKUDL4KC80ENQ008L9Z","www.funwithasl.net/static/dessert.mp4","rock","voice","pebble","dessert","dry","A3LFVI65XV1T46","Choice 2","Fri Jun 27 17:26:23 UTC 2014"
"3HO4MYYR12O5L1YHFR1X7RS7NQU6U4","www.funwithasl.net/static/kitchen.mp4","cake","eye","sorry","morning","kitchen","A3LFVI65XV1T46","Choice 2","Fri Jun 27 17:26:19 UTC 2014"
"3I01FDIL6M8VMY4U6UZ57E77LLWD2J","www.funwithasl.net/static/factory.mp4","factory","poetry","rope","cards","must","AOPG07J95DDJT","Choice 1","Fri Jun 27 17:26:29 UTC 2014"
"32TMVRKDGNYT8HNQT07DE1Q4U8W481","www.funwithasl.net/static/magic.mp4","pallid","man","spirit","magic","summer","A1X258MWJFEMTW","Choice 4","Fri Jun 27 17:26:32 UTC 2014"
"3DA79LNS59VRO5WAWKDPVSULULKT3T","www.funwithasl.net/static/prophecy.mp4","spear","motor","captain","prophecy","away","A1X258MWJFEMTW","Choice 5","Fri Jun 27 17:26:44 UTC 2014"
"30P8I9JKOIL9FCN3FY1XB7GQ52R5VB","www.funwithasl.net/static/see.mp4","time","next","lovely","picnic","see","A3RQN5RZD1N2KP","Choice 5","Fri Jun 27 17:26:31 UTC 2014"
"3WJGKMRWVI98KGWW3NOBJRGTXC9DCS","www.funwithasl.net/static/farewell.mp4","bee","sunbeam","bell","dear","farewell","AOPG07J95DDJT","Choice 5","Fri Jun 27 17:27:00 UTC 2014"
"3UL5XDRDNCJB40RQ75QNJTWIU4Q859","www.funwithasl.net/static/form.mp4","many","joy","form","tell","sea","AOPG07J95DDJT","Choice 3","Fri Jun 27 17:26:51 UTC 2014"
"3BS6ERDL937J4ZNVTWB8XROJ1QYD60","www.funwithasl.net/static/know.mp4","heart","quarrel","know","jordan","gone","AO3XB5I5QNNUI","Choice 3","Fri Jun 27 17:26:36 UTC 2014"
"3HY86PZXPYITPJ0YJLAB8DFNTRK1EK","www.funwithasl.net/static/design.mp4","measure","design","retired","net","cause","AO3XB5I5QNNUI","Choice 2","Fri Jun 27 17:27:03 UTC 2014"
"3PCPFX4U40Q9C1KBZBKWRW8VD4QQFL","www.funwithasl.net/static/high.mp4","judge","high","lion","tell","telegram","AO3XB5I5QNNUI","Choice 2","Fri Jun 27 17:26:47 UTC 2014"
"374UMBUHN5PF15STPDOQOVYF0YXTCR","www.funwithasl.net/static/sorrow.mp4","home","sorrow","star","forest","may","AKFH16PLQSYHY","Choice 2","Fri Jun 27 17:26:26 UTC 2014"
"36MUZ9VAE62NHEGAZEU69FGWIOMDEL","www.funwithasl.net/static/beach.mp4","beach","from","hide","imitate","gray","AKFH16PLQSYHY","Choice 1","Fri Jun 27 17:27:05 UTC 2014"
"3HRWUH63QU2W77EUD7F61QMDJZP5NU","www.funwithasl.net/static/and.mp4","dance","little","and","foot","last","AKFH16PLQSYHY","Choice 3","Fri Jun 27 17:26:38 UTC 2014"
"3R5OYNIC2C9YVU1XUIAW8VXMZHCTP5","www.funwithasl.net/static/feel.mp4","room","go","evening","feel","mistake","A3RQN5RZD1N2KP","Choice 4","Fri Jun 27 17:26:47 UTC 2014"
"3BAKUKE49HCIYN535RUB7KE68G9R1M","www.funwithasl.net/static/uncle.mp4","child","uncle","friend","grandmother","candidate","A3RQN5RZD1N2KP","Choice 2","Fri Jun 27 17:27:16 UTC 2014"
"3OWZNK3RYLPH30FGSPPUHEBV7LR2UI","www.funwithasl.net/static/mistake.mp4","feel","window","apple","mistake","tea","A1X258MWJFEMTW","Choice 4","Fri Jun 27 17:27:14 UTC 2014"
"3L21G7IH47WRVOHPJMM5FG73B3NY1U","www.funwithasl.net/static/door.mp4","good","door","arm","yes","evening","A3RQN5RZD1N2KP","Choice 2","Fri Jun 27 17:27:02 UTC 2014"
"3NZ1E5QA6Z1U6YPXAHAXAVMJ2ABB5B","www.funwithasl.net/static/metal.mp4","do","store","design","metal","leather","A1SUU1QIRDZXJC","Choice 1","Fri Jun 27 17:27:19 UTC 2014"
"3KVQ0UJWPXLMU1N8586TX9Z4CBTW5C","www.funwithasl.net/static/driver.mp4","liberty","keep","long","many","driver","A1SUU1QIRDZXJC","Choice 4","Fri Jun 27 17:27:35 UTC 2014"
"3VI0PC2ZAYKNRBYGKSYE8YD2284OX2","www.funwithasl.net/static/gay.mp4","candy","guess","read","gay","poor","A3LFVI65XV1T46","Choice 2","Fri Jun 27 17:26:59 UTC 2014"
"3LXX8KJXPW9XQFGIHCS0SVRKV5DO9J","www.funwithasl.net/static/throne.mp4","throne","court","bullet","tell","people","A3LFVI65XV1T46","Choice 3","Fri Jun 27 17:27:33 UTC 2014"
"3LAZVA75NIRMQVVJW3DLI8J6PZ32O5","www.funwithasl.net/static/gift.mp4","quick","art","gift","fast","pier","A3LFVI65XV1T46","Choice 2","Fri Jun 27 17:27:37 UTC 2014"
"38F60IALAGHV7DXDDXV6TUWER900T5","www.funwithasl.net/static/gesture.mp4","pebble","sea","gesture","forest","moon","AOPG07J95DDJT","Choice 3","Fri Jun 27 17:27:27 UTC 2014"
"3UQ1LLR26A83PDNQWQQ8W9YA6IQAL3","www.funwithasl.net/static/want.mp4","sea","people","japanese","tell","want","A3LFVI65XV1T46","Choice 2","Fri Jun 27 17:26:47 UTC 2014"
"3WRAAIUSBJZYP74FA9TW73TXDR0AXP","www.funwithasl.net/static/enlarge.mp4","shape","flow","enlarge","remote","dart","AOPG07J95DDJT","Choice 3","Fri Jun 27 17:27:15 UTC 2014"
"3QREJ3J433X91QWC8H3XQN16BUKLKT","www.funwithasl.net/static/musician.mp4","shoot","musician","evening","farewell","circle","A3LFVI65XV1T46","Choice 3","Fri Jun 27 17:27:55 UTC 2014"
"3R16PJFTS3RD3IPR2P4G46ZVP8OK4Y","www.funwithasl.net/static/scared.mp4","daddy","deaf","scared","car","say","A3LFVI65XV1T46","Choice 1","Fri Jun 27 17:28:07 UTC 2014"
"37SQU136V7OU5I6M7XFW1TWT4IG111","www.funwithasl.net/static/reign.mp4","head","big","gun","care","reign","A3LFVI65XV1T46","Choice 2","Fri Jun 27 17:27:03 UTC 2014"
"3GL25Y6843UZR8D47CJ1GUOX78OXMV","www.funwithasl.net/static/bog.mp4","must","mouse","teapot","run","bog","A3LFVI65XV1T46","Choice 2","Fri Jun 27 17:27:51 UTC 2014"
"388CL5C1RJNIZ0V42W00DVLEJDGLHP","www.funwithasl.net/static/Sunday.mp4","bridge","seem","sunday","geometry","anything","A3LFVI65XV1T46","Choice 3","Fri Jun 27 17:27:46 UTC 2014"
"3FHTJGYT8N0UQPFRAIBP9CIX9N3PGR","www.funwithasl.net/static/stairs.mp4","circle","home","stairs","afternoon","man","A3LFVI65XV1T46","Choice 2","Fri Jun 27 17:28:03 UTC 2014"
"3UYRNV2KITZFUPXWB5M9DAW4LPQ8NZ","www.funwithasl.net/static/sweetheart.mp4","rose","sweetheart","shadow","lake","bark","A3LFVI65XV1T46","Choice 4","Fri Jun 27 17:27:59 UTC 2014"
"33EEIIWHK77Y8Y61ZQP09IBH1YEQV9","www.funwithasl.net/static/income.mp4","income","finger","thin","door","period","A3LFVI65XV1T46","Choice 1","Fri Jun 27 17:27:42 UTC 2014"
"3DA79LNS59VRO5WAWKDPVSULULL3T4","www.funwithasl.net/static/deep.mp4","decline","for","hit","lift","deep","A3LFVI65XV1T46","Choice 2","Fri Jun 27 17:27:22 UTC 2014"
"336OE47KI2K3SV2NBZO617T3PZVVWI","www.funwithasl.net/static/night.mp4","new","sorry","afternoon","night","dimple","A3LFVI65XV1T46","Choice 1","Fri Jun 27 17:27:14 UTC 2014"
"3ZG552ORAM4HGF4GXFZZD0DELSZV2Z","www.funwithasl.net/static/home.mp4","done","home","aunt","alone","farm","A3LFVI65XV1T46","Choice 4","Fri Jun 27 17:27:08 UTC 2014"
"3Q9SPIIRWJMJ07ZP04XA5KFQ4PUAWW","www.funwithasl.net/static/pea.mp4","baby","run","prince","hallway","pea","A3LFVI65XV1T46","Choice 2","Fri Jun 27 17:27:18 UTC 2014"
"3S829FDFT21WNE7RUJKYX413YUWXDD","www.funwithasl.net/static/hall.mp4","away","know","chess","hall","judge","A3LFVI65XV1T46","Choice 2","Fri Jun 27 17:27:27 UTC 2014"
"3UQVX1UPFSH1NE30UIBAS7NORWN02D","www.funwithasl.net/static/say.mp4","say","hall","magic","yes","judge","A3LFVI65XV1T46","Choice 2","Fri Jun 27 17:26:56 UTC 2014"
"3UDTAB6HH6ZCNYOZFRQP2UV2X2X095","www.funwithasl.net/static/bee.mp4","sweet","honey","voice","shadow","bee","A3LFVI65XV1T46","Choice 3","Fri Jun 27 17:26:51 UTC 2014"
"3G57RS03HH50ILP1ROHM92JF84Y523","www.funwithasl.net/static/book.mp4","prophecy","say","people","want","book","A3209D1227UCYP","Choice 5","Fri Jun 27 17:29:04 UTC 2014"
"3TKSOBLOHLGWVE66BR1ADHMBC6XBBC","www.funwithasl.net/static/make.mp4","back","make","hard","and","minister","A3RQN5RZD1N2KP","Choice 2","Fri Jun 27 17:28:15 UTC 2014"
"31YWE12TE0CG656H36HCXCR7CJU7XV","www.funwithasl.net/static/wish.mp4","wish","little","illustration","end","spear","AO3XB5I5QNNUI","Choice 1","Fri Jun 27 17:27:29 UTC 2014"
"3XH7ZM9YX2U0NS8Y9494MQWP6SXR9V","www.funwithasl.net/static/pipe.mp4","smoke","musician","war","speechless","pipe","AKFH16PLQSYHY","Choice 5","Fri Jun 27 17:27:35 UTC 2014"
"3T8DUCXY0N6D37LQDTEZM5X7UDUT9A","www.funwithasl.net/static/little.mp4","soft","long","love","little","pure","A3RQN5RZD1N2KP","Choice 4","Fri Jun 27 17:29:13 UTC 2014"
"3QQUBC64ZEE59QY4JDY1T9DXCYYXNV","www.funwithasl.net/static/pie.mp4","keep","pie","care","black","man","AO3XB5I5QNNUI","Choice 2","Fri Jun 27 17:27:13 UTC 2014"
"3EHVO81VN5L59TR09MIHTGC0L7C1H0","www.funwithasl.net/static/sky.mp4","trophy","shadow","sky","bowl","evening","A3RQN5RZD1N2KP","Choice 3","Fri Jun 27 17:28:59 UTC 2014"
"3K2CEDRACB1SAR4K22I4RR3RUC1TM9","www.funwithasl.net/static/round.mp4","get","hurry","round","voice","caterpillar","AO3XB5I5QNNUI","Choice 3","Fri Jun 27 17:27:21 UTC 2014"
"3VADEH0UHCXXGUOI5I56YQ10XYXPSB","www.funwithasl.net/static/cat.mp4","make","next","grow","repeat","cat","AOPG07J95DDJT","Choice 5","Fri Jun 27 17:27:39 UTC 2014"
"3L7SUC0TTUURUI7T40UU7G1MX140M4","www.funwithasl.net/static/guess.mp4","ridiculous","guess","keep","lovely","stay","AO3XB5I5QNNUI","Choice 2","Fri Jun 27 17:27:39 UTC 2014"
"3RBI0I35XE3N5RV46Q0O39M09N33YT","www.funwithasl.net/static/sparkle.mp4","scent","sparkle","accurate","envy","metaphor","A3RQN5RZD1N2KP","Choice 5","Fri Jun 27 17:28:44 UTC 2014"
"3ODOP6T3ASKIM2L1DJYC4AD188442Y","www.funwithasl.net/static/right.mp4","next","come","kind","chapter","right","AKFH16PLQSYHY","Choice 5","Fri Jun 27 17:27:45 UTC 2014"
"39O6Z4JLX2XIHV7DL4KS3Q7AY10XVC","www.funwithasl.net/static/repeat.mp4","repeat","dance","large","pepper","back","AO3XB5I5QNNUI","Choice 1","Fri Jun 27 17:27:58 UTC 2014"
"3X4Q1O9UBHMTCWSP2FUGEZ0E0FPO77","www.funwithasl.net/static/away.mp4","pretty","people","london","back","away","AKFH16PLQSYHY","Choice 5","Fri Jun 27 17:27:14 UTC 2014"
"311HQEI8RSG5B06W4O5XUX7IKJS7ZS","www.funwithasl.net/static/mother.mp4","miss","round","mother","see","potty","AOPG07J95DDJT","Choice 3","Fri Jun 27 17:27:57 UTC 2014"
"3JMNNNO3B14UV44LNP4VZ2WSS122WH","www.funwithasl.net/static/letter.mp4","grandfather","letter","room","tomorrow","hand","A1SUU1QIRDZXJC","Choice 1","Fri Jun 27 17:27:53 UTC 2014"
"3MGHRFQY2LPROZW7N3I51BOT6BHY0R","www.funwithasl.net/static/home.mp4","wind","home","large","back","eye","AOPG07J95DDJT","Choice 2","Fri Jun 27 17:28:27 UTC 2014"
"3URJ6VVYUPNWT9A60HW9BNG49DZO4N","www.funwithasl.net/static/bright.mp4","summer","bright","sea","child","sorrow","A1X258MWJFEMTW","Choice 2","Fri Jun 27 17:27:27 UTC 2014"
"3BKZLF990ZZFCS1641CKGHFBJFGYQQ","www.funwithasl.net/static/closet.mp4","apartment","closet","god","sister","measure","AOPG07J95DDJT","Choice 2","Fri Jun 27 17:28:39 UTC 2014"
"3QGTX7BCHP2QOWSDGVQ0WDTMTDX5ZB","www.funwithasl.net/static/meadow.mp4","pitch","hand","meadow","white","magician","A27PBC5O3Z5ZED","Choice 3","Fri Jun 27 17:28:25 UTC 2014"
"3BFNCI9LYKQ4Q7Z3JHAOQW235OU73W","www.funwithasl.net/static/mother.mp4","bat","mother","home","bicycle","put","AO3XB5I5QNNUI","Choice 2","Fri Jun 27 17:28:15 UTC 2014"
"3IH9TRB0FBZ55O2KF402TSDFLKR1IT","www.funwithasl.net/static/good.mp4","great","ready","good","red","full","A1SUU1QIRDZXJC","Choice 3","Fri Jun 27 17:28:39 UTC 2014"
"356ZPKYPUHHUCG0R4OXVGCP1EJUYPZ","www.funwithasl.net/static/return.mp4","left","fruit","design","observe","return","AOPG07J95DDJT","Choice 5","Fri Jun 27 17:28:34 UTC 2014"
"3ROUCZ907FU0X2KOJ1BIPLM9Q4ZOOX","www.funwithasl.net/static/cheese.mp4","bowl","room","man","cheese","alone","AOPG07J95DDJT","Choice 4","Fri Jun 27 17:28:11 UTC 2014"
"3GMLHYZ0LEX74L8NLAWPQIC0M0MYUV","www.funwithasl.net/static/good.mp4","round","gentle","side","good","voice","A1SUU1QIRDZXJC","Choice 4","Fri Jun 27 17:28:06 UTC 2014"
"3ZQX1VYFTD5XCAX8CKMMSZW9BZV8OE","www.funwithasl.net/static/great.mp4","great","magic","heart","pelican","war","A3KCUB6P3IE8NL","Choice 1","Fri Jun 27 17:28:26 UTC 2014"
"38O9DZ0A62NW1PPFW7RR18XF4Z926G","www.funwithasl.net/static/violin.mp4","sin","violin","matter","god","love","AOPG07J95DDJT","Choice 2","Fri Jun 27 17:28:05 UTC 2014"
"3XUY87HIVPEOXWE0T5HS5D8Z044MM0","www.funwithasl.net/static/soldier.mp4","last","sleep","sword","doll","soldier","AO3XB5I5QNNUI","Choice 5","Fri Jun 27 17:28:25 UTC 2014"
"30UZJB2POHCP33LKVOVRSCO7EIY53E","www.funwithasl.net/static/castle.mp4","castle","something","come","nurse","mean","AOPG07J95DDJT","Choice 1","Fri Jun 27 17:28:21 UTC 2014"
"3B623HUYJ4QCA2P1J13VC46A8OXS8U","www.funwithasl.net/static/come.mp4","ladder","wish","come","soldier","little","A1SUU1QIRDZXJC","Choice 3","Fri Jun 27 17:28:20 UTC 2014"
"3EAWOID6MTXAK512ISVLUCKZOUFV0F","www.funwithasl.net/static/telegram.mp4","ear","castle","telegram","paint","mean","A27PBC5O3Z5ZED","Choice 1","Fri Jun 27 17:27:51 UTC 2014"
"3D17ECOUOEVQFLK1U1TFPMBQ22U13T","www.funwithasl.net/static/find.mp4","rush","find","rage","rude","group","A27PBC5O3Z5ZED","Choice 1","Fri Jun 27 17:28:51 UTC 2014"
"34OWYT6U3WHNUT5FJHFV8YVYJWEI9I","www.funwithasl.net/static/city.mp4","city","castle","voice","poetry","moment","AO3XB5I5QNNUI","Choice 2","Fri Jun 27 17:28:52 UTC 2014"
"3UAU495MIISVA74LFNNROREY8QNOUA","www.funwithasl.net/static/yellow.mp4","land","pitch","yellow","cry","trophy","A3RQN5RZD1N2KP","Choice 3","Fri Jun 27 17:27:47 UTC 2014"
"3OYHVNTV5TYH7BZ9L9JPI4506ZPOKD","www.funwithasl.net/static/grandmother.mp4","grandmother","letter","hand","good","tutor","AKFH16PLQSYHY","Choice 1","Fri Jun 27 17:28:39 UTC 2014"
"32ZCLEW0BZK4HR5SIOWS6PAD1FKPJV","www.funwithasl.net/static/sheep.mp4","sheep","reign","mow","put","miss","AKFH16PLQSYHY","Choice 1","Fri Jun 27 17:28:50 UTC 2014"
"3PUV2Q8SV44PAB4QPNSG87ABFR9DBL","www.funwithasl.net/static/home.mp4","queen","butterfly","long","farewell","home","A3RQN5RZD1N2KP","Choice 5","Fri Jun 27 17:27:35 UTC 2014"
"3VIVIU06FKC21DO98QJ0DK1IJVLIMH","www.funwithasl.net/static/sea.mp4","shadow","object","sea","save","effort","AO3XB5I5QNNUI","Choice 3","Fri Jun 27 17:28:42 UTC 2014"
"304QEQWKZPKFULS5HG97ZKQRS1J0OJ","www.funwithasl.net/static/mountain.mp4","mountain","snow","learn","illustration","study","A27PBC5O3Z5ZED","Choice 1","Fri Jun 27 17:28:10 UTC 2014"
"3EAWOID6MTXAK512ISVLUCKZOUG0VL","www.funwithasl.net/static/order.mp4","order","closet","reason","nothing","advice","AOPG07J95DDJT","Choice 1","Fri Jun 27 17:28:45 UTC 2014"
"30UZJB2POHCP33LKVOVRSCO7EIY35C","www.funwithasl.net/static/little.mp4","high","gate","little","pain","pony","A3LFVI65XV1T46","Choice 1","Fri Jun 27 17:28:12 UTC 2014"
"39TX062QX1OY5M5U1UEMKVFR7H93XN","www.funwithasl.net/static/question.mp4","dear","question","begin","pig","poor","A3RQN5RZD1N2KP","Choice 2","Fri Jun 27 17:27:58 UTC 2014"
"3XJOUITW8URJV62CUVPL80NW4DYTQW","www.funwithasl.net/static/ill.mp4","good","little","ill","kind","next","A3LFVI65XV1T46","Choice 2","Fri Jun 27 17:29:03 UTC 2014"
"338GLSUI43BLPHZORF91MWNWVSASFB","www.funwithasl.net/static/cool.mp4","air","come","cool","gift","warm","A3LFVI65XV1T46","Choice 1","Fri Jun 27 17:29:07 UTC 2014"
"32TZXEA1OLKBXH35UFYYZR3WG2Q41H","www.funwithasl.net/static/doctor.mp4","tomorrow","study","doctor","woman","eagle","A3LFVI65XV1T46","Choice 2","Fri Jun 27 17:29:11 UTC 2014"
"3CESM1J3EI3ID5NMARGYPFD48656W3","www.funwithasl.net/static/day.mp4","design","day","done","prince","ship","A3LFVI65XV1T46","Choice 3","Fri Jun 27 17:29:15 UTC 2014"
"3UY4PIS8QRLXJPDBCKDUY09W7JL1N9","www.funwithasl.net/static/morning.mp4","see","meadow","help","morning","fast","A3LFVI65XV1T46","Choice 2","Fri Jun 27 17:29:19 UTC 2014"
"35U0MRQMUJ7VNMTLKDXWKDGHMXWOVZ","www.funwithasl.net/static/give.mp4","door","slave","give","day","make","A3209D1227UCYP","Choice 5","Fri Jun 27 17:29:26 UTC 2014"
"33QQ60S6ASIA7QC2D2LGYQIGAN70UW","www.funwithasl.net/static/cause.mp4","diamond","father","mountain","cause","gate","A3QB0Z9AN62HFH","Choice 1","Fri Jun 27 17:29:22 UTC 2014"
"3IV1AEQ4DRDJBZ6BW7UHK3FNC5L8JV","www.funwithasl.net/static/want.mp4","milk","want","bring","tomorrow","switzerland","A3LFVI65XV1T46","Choice 2","Fri Jun 27 17:28:17 UTC 2014"
"3BPP3MA3TCK6FQ42CVSUSSO1RXOLE9","www.funwithasl.net/static/grandfather.mp4","dinner","grandfather","everything","last","room","A3RQN5RZD1N2KP","Choice 3","Fri Jun 27 17:29:27 UTC 2014"
"3RHLQY6EDT45PCJHA8IT0T455ZSD4F","www.funwithasl.net/static/man.mp4","time","day","dear","man","minister","A3LFVI65XV1T46","Choice 3","Fri Jun 27 17:28:22 UTC 2014"
"31D0ZWOD0AZQSHY47X4PYP6M3KF0AK","www.funwithasl.net/static/robe.mp4","soft","robe","bee","bright","form","A3LFVI65XV1T46","Choice 2","Fri Jun 27 17:28:30 UTC 2014"
"362E9TQF2HQ293SNXNL50FHLN99IG9","www.funwithasl.net/static/gentle.mp4","gentle","sea","daisy","quiet","rose","A3LFVI65XV1T46","Choice 2","Fri Jun 27 17:28:36 UTC 2014"
"3D0LPO3EABZCRGOQPOKGRCKB4EYOY8","www.funwithasl.net/static/pony.mp4","head","nothing","tell","pony","rest","A3LFVI65XV1T46","Choice 3","Fri Jun 27 17:28:26 UTC 2014"
"3ZG552ORAM4HGF4GXFZZD0DELS02V7","www.funwithasl.net/static/many.mp4","eye","friend","many","day","letter","A3LFVI65XV1T46","Choice 2","Fri Jun 27 17:28:45 UTC 2014"
"324N5FAHSXBCXV86ML53DWZ82SMVKM","www.funwithasl.net/static/illustration.mp4","boy","grandson","pea","pig","illustration","A3LFVI65XV1T46","Choice 2","Fri Jun 27 17:28:54 UTC 2014"
"3D5G8J4N5A4B0EYTGUJVENM4L5DTVQ","www.funwithasl.net/static/morning.mp4","read","pray","old","morning","stay","A3LFVI65XV1T46","Choice 3","Fri Jun 27 17:28:59 UTC 2014"
"30U1YOGZGAWORXLS09EBYWKBJFVDSM","www.funwithasl.net/static/bed.mp4","away","bed","boy","hand","eye","A3LFVI65XV1T46","Choice 2","Fri Jun 27 17:29:24 UTC 2014"
"3IJ95K7NDXCUN43EU3YX5ND2983GNN","www.funwithasl.net/static/help.mp4","help","red","friend","hero","boat","A3LFVI65XV1T46","Choice 3","Fri Jun 27 17:28:41 UTC 2014"
"3QHITW7OYO9EGA33OVY4DVX4GODAQS","www.funwithasl.net/static/wife.mp4","past","violin","wife","sunday","auction","A3LFVI65XV1T46","Choice 3","Fri Jun 27 17:28:50 UTC 2014"
"3EPG8DX9LKQWASQ7TMSY5FR8JEQ5PQ","www.funwithasl.net/static/good.mp4","good","hand","read","must","pretty","A3LFVI65XV1T46","Choice 1","Fri Jun 27 17:29:28 UTC 2014"
"3E9ZFLPWOYSDVPNDMXL9O1HGQZ4XIF","www.funwithasl.net/static/north.mp4","bet","ink","locker","north","new","A1SUU1QIRDZXJC","Choice 5","Fri Jun 27 17:29:16 UTC 2014"
"37J05LC5AXJVSU22DF5X6VTONWIJDC","www.funwithasl.net/static/little.mp4","little","driver","mother","people","afghanistan","AOPG07J95DDJT","Choice 1","Fri Jun 27 17:29:06 UTC 2014"
"3GKAWYFRAPTRE5508SAH3RF0WVNPDH","www.funwithasl.net/static/life.mp4","sin","get","blueberry","life","home","AOPG07J95DDJT","Choice 4","Fri Jun 27 17:28:59 UTC 2014"
"3UUIU9GZC55U2KJEA31IAPS58HB5TV","www.funwithasl.net/static/thrill.mp4","big","thrill","year","dimple","new","A1SUU1QIRDZXJC","Choice 2","Fri Jun 27 17:29:30 UTC 2014"
"3J9L0X0VDFM5VOPK8YJA9P46Y7CW93","www.funwithasl.net/static/keep.mp4","keep","mind","give","care","friend","A27PBC5O3Z5ZED","Choice 5","Fri Jun 27 17:29:07 UTC 2014"
"3WGCNLZJKF8OXDMYNQZR2VX2TFJ1DR","www.funwithasl.net/static/room.mp4","good","want","room","day","wind","AOPG07J95DDJT","Choice 3","Fri Jun 27 17:28:52 UTC 2014"
